id	"Comp. Word"	Frequency	Pronunciation	"English Translation"
13217	歯垢	92	sikoo	plaque
13218	手管	92	tekuda	wiles
13219	図説	92	zusetu	illustration
13220	速足	92	hayaasi	"quick pace"
13221	他薦	92	tasen	recommendation
13222	達磨	92	daruma	daruma
13223	中高	92	tyuukoo	"middle and high school"
13224	沈着	92	tintyaku	"settling or depositing"
13225	農工	92	nookoo	"agriculture and industry"
13226	拝借	92	haisyaku	borrowing
13227	売価	92	baika	"selling price"
13228	微罪	92	bizai	"minor offense"
13229	仏前	92	butuzen	"before the Buddha or a mortuary tablet"
13230	本旨	92	honsi	"main object"
13231	末裔	92	matuei	descendants
13232	民権	92	minken	"civil rights"
13233	訳語	92	yakugo	"translational equivalent"
13234	余勢	92	yosei	"surplus power"
13235	陽気	92	yooki	cheerful
13236	養母	92	yoobo	"foster mother"
13237	両様	92	ryooyoo	"two ways"
13238	煉瓦	92	renga	brick
13239	脇見	92	wakimi	"looking from the side"
13240	磯辺	91	isobe	seashore
13241	胸襟	91	kyookin	"one's heart"
13242	曲解	91	kyokkai	misconstruction
13243	空虚	91	kuukyo	emptiness
13244	軽蔑	91	keibetu	scorn
13245	固有	91	koyuu	characteristic
13246	枯葉	91	kareha	"dead leaf"
13247	勾玉	91	magatama	"comma-shaped jewels"
13248	勾配	91	koobai	slope
13249	航法	91	koohoo	sailing
13250	国大	91	kokudai	"national university"
13251	沙子	91	isago	sand
13252	沙漠	91	sabaku	desert
13253	菜食	91	saisyoku	"vegetable diet"
13254	子宝	91	kodakara	"the treasure that is children"
13255	歯学	91	sigaku	dentistry
13256	舟艇	91	syuutei	boat
13257	十戒	91	zikkai	"the 10 precepts"
13258	所期	91	syoki	expected
13259	食通	91	syokutuu	gourmandism
13260	水郷	91	suigoo	"beautiful riverside location"
13261	睡蓮	91	suiren	"water lily"
13262	青菜	91	aona	greens
13263	送達	91	sootatu	delivery
13264	対訳	91	taiyaku	"original text with its translation printed side by side or on opposite page"
13265	択一	91	takuitu	"choosing an alternative"
13266	地金	91	zigane	ore
13267	天明	91	tenmei	dawn
13268	銅賞	91	doosyoo	prize
13269	豚汁	91	tonziru	"pork miso soup"
13270	排泄	91	haisetu	excretion
13271	白寿	91	hakuzyu	"99th birthday"
13272	発布	91	happu	proclamation
13273	半円	91	hanen	semicircle
13274	閉院	91	heiin	"adjourning the Diet or an assembly"
13275	米人	91	beizin	"an American"
13276	魔球	91	makyuu	"miracle ball"
13277	門松	91	kadomatu	"New Year's pine decoration"
13278	薬殺	91	yakusatu	poison
13279	霊峰	91	reihoo	"sacred mountain"
13280	悪法	90	akuhoo	"bad law"
13281	遠目	90	toome	"distant view"
13282	汽船	90	kisen	steamship
13283	近刊	90	kinkan	"forthcoming publication"
13284	具申	90	gusin	"offering a full report to a superior"
13285	伍長	90	gotyoo	corporal
13286	鉱毒	90	koodoku	"mine pollution"
13287	高木	90	kooboku	"tall tree"
13288	殺生	90	sessyoo	killing
13289	死文	90	sibun	"dead letter"
13290	修辞	90	syuuzi	"figure of speech"
13291	小心	90	syoosin	timidity
13292	上水	90	zyoosui	"water supply"
13293	上白	90	zyoohaku	"first-class rice"
13294	情動	90	zyoodoo	emotion
13295	心痛	90	sintuu	worry
13296	仁徳	90	zintoku	benevolence
13297	千草	90	tigusa	"great variety of flowering plants"
13298	善行	90	zenkoo	"good deed"
13299	操車	90	soosya	operation
13300	退散	90	taisan	dispersing
13301	直伝	90	zikiden	"direct transmission"
13302	銅製	90	doosei	"made of copper"
13303	白磁	90	hakuzi	"white porcelain"
13304	秘録	90	hiroku	"secret notes"
13305	微風	90	bihuu	"gentle breeze"
13306	品数	90	sinakazu	"variety of goods"
13307	別個	90	bekko	another
13308	法典	90	hooten	"code of law"
13309	両損	90	ryooson	"loss on both sides"
13310	凌駕	90	ryooga	excelling
13311	老中	90	roozyuu	"member of shogun's council of elders"
13312	音階	89	onkai	"musical scale"
13313	苛烈	89	karetu	severe
13314	気長	89	kinaga	patient
13315	旧宅	89	kyuutaku	"former residence"
13316	銀波	89	ginpa	"silvery waves"
13317	空色	89	sorairo	sky-blue
13318	喧伝	89	kenden	"spreading around"
13319	権化	89	gonge	incarnation
13320	剛球	89	gookyuu	"fast ball"
13321	左傾	89	sakei	leftist
13322	財形	89	zaikei	"asset formation"
13323	殺伐	89	satubatu	bloodthirsty
13324	自尊	89	zison	self-respect
13325	酒豪	89	syugoo	"heavy drinker"
13326	縦貫	89	zyuukan	"running through"
13327	出欠	89	syukketu	"presence or absence"
13328	証文	89	syoomon	bond
13329	城下	89	zyooka	"land near the castle"
13330	情事	89	zyoozi	"love affair"
13331	真昼	89	mahiru	midday
13332	神童	89	sindoo	prodigy
13333	千秋	89	sensyuu	"thousand years"
13334	喪章	89	mosyoo	"sign of mourning"
13335	総則	89	soosoku	"general rules"
13336	造林	89	zoorin	forestation
13337	大帝	89	taitei	"great emperor"
13338	天子	89	tensi	"the emperor"
13339	同類	89	doorui	"the same kind"
13340	倍加	89	baika	doubling
13341	半球	89	hankyuu	hemisphere
13342	筆力	89	hituryoku	"strength of the brush stroke"
13343	表土	89	hyoodo	"top soil"
13344	菩提	89	bodai	bodhi
13345	褒賞	89	hoosyoo	medal
13346	麻呂	89	maro	I
13347	勇者	89	yuusya	hero
13348	来歴	89	raireki	history
13349	良薬	89	ryooyaku	"good medicine"
13350	聯想	89	rensoo	association
13351	楼閣	89	rookaku	"multistoried building"
13352	安寧	88	annei	peace
13353	暗算	88	anzan	"mental arithmetic"
13354	寡婦	88	yamome	widow
13355	荷車	88	niguruma	cart
13356	過渡	88	kato	crossing
13357	怪異	88	kaii	strangeness
13358	貝柱	88	kaibasira	"adductor muscle"
13359	確定	88	kakutei	decision
13360	学割	88	gakuwari	"student discount"
13361	滑車	88	kassya	pulley
13362	禁忌	88	kinki	taboo
13363	激賞	88	gekisyoo	"enthusiastic praise"
13364	堅物	88	katabutu	"straight-laced or stubborn person"
13365	御膳	88	gozen	meal
13366	散漫	88	sanman	vague
13367	市松	88	itimatu	checked
13368	傷心	88	syoosin	heartbreak
13369	小皿	88	kozara	"small dish"
13370	庄屋	88	syooya	"village headman"
13371	丞相	88	zyoosyoo	"prime minister"
13372	心根	88	kokorone	feelings
13373	深淵	88	sinen	abyss
13374	成道	88	zyoodoo	"completing the path to becoming a Buddha"
13375	大智	88	taiti	"supreme wisdom"
13376	中食	88	tyuuziki	lunch
13377	通航	88	tuukoo	navigation
13378	熱愛	88	netuai	"love passionately"
13379	年女	88	tosionna	"Woman of the Year, referring to a woman born in a year with the same Chinese zodiac sign as the current year"
13380	白夜	88	byakuya	"white night"
13381	薄着	88	usugi	"lightly dressed"
13382	薄皮	88	usukawa	"thin skin"
13383	判読	88	handoku	decipherment
13384	彼我	88	higa	"self and others"
13385	百合	88	yuri	lily
13386	仏典	88	butten	"Buddhist scriptures"
13387	母艦	88	bokan	"mother ship"
13388	本陣	88	honzin	"troop headquarters"
13389	無双	88	musoo	peerless
13390	毛虫	88	kemusi	"hairy caterpillar"
13391	門柱	88	montyuu	gatepost
13392	霊廟	88	reibyoo	mausoleum
13393	老木	88	rooboku	"old tree"
13394	安穏	87	annon	peace
13395	異母	87	ibo	"different mother"
13396	一隅	87	itiguu	corner
13397	一足	87	issoku	pair
13398	雨傘	87	amagasa	umbrella
13399	解題	87	kaidai	synopsis
13400	解脱	87	gedatu	"being liberated from earthly desires and the woes of man"
13401	概数	87	gaisuu	"round numbers"
13402	窮屈	87	kyuukutu	narrow
13403	苦悶	87	kumon	anguish
13404	袈裟	87	kesa	kasaya
13405	混信	87	konsin	jamming
13406	紙屋	87	kamiya	"paper store"
13407	次号	87	zigoo	"the next issue"
13408	柴犬	87	sibainu	Shiba
13409	社殿	87	syaden	"Shinto shrine"
13410	手鏡	87	tekagami	hand-mirror
13411	樹液	87	zyueki	sap
13412	醜悪	87	syuuaku	ugliness
13413	縦糸	87	tateito	warp
13414	重宝	87	tyoohoo	convenient
13415	銃砲	87	zyuuhoo	guns
13416	初出	87	syosyutu	"first appearance"
13417	緒戦	87	syosen	"beginning of hostilities"
13418	焼成	87	syoosei	firing
13419	神業	87	kamiwaza	"divine work"
13420	人称	87	ninsyoo	person
13421	崇敬	87	suukei	reverence
13422	政談	87	seidan	"talking politics"
13423	正気	87	syooki	sanity
13424	節制	87	sessei	moderation
13425	先住	87	senzyuu	"previous priest or resident"
13426	相愛	87	sooai	"mutual love"
13427	存否	87	sonpi	"existent or non-existent"
13428	太白	87	taihaku	Venus
13429	波間	87	namima	"on the waves"
13430	伯楽	87	bakuroo	"cattle or horse trader"
13431	秘仏	87	hibutu	"Buddhist image normally withheld from public view"
13432	百害	87	hyakugai	"great damage"
13433	不意	87	hui	sudden
13434	賦課	87	huka	levy
13435	封入	87	huunyuu	enclose
13436	復配	87	hukuhai	"resumption of dividends"
13437	無能	87	munoo	inefficiency
13438	油性	87	yusei	oil-based
13439	有情	87	uzyoo	"sentient beings"
13440	利殖	87	risyoku	money-making
13441	論集	87	ronsyuu	"treatise or essay collection"
13442	脇道	87	wakimiti	"side road"
13443	嘲笑	87	tyoosyoo	scorn
13444	営繕	86	eizen	upkeep
13445	黄土	86	oodo	earth
13446	過怠	86	katai	negligence
13447	解熱	86	genetu	"lowering a fever"
13448	看取	86	kansyu	"seeing through"
13449	金言	86	kingen	"wise saying"
13450	寓意	86	guui	"hidden meaning"
13451	芸歴	86	geireki	"one's history as a performer"
13452	剣術	86	kenzyutu	fencing
13453	五色	86	gosiki	"variegated colors"
13454	高段	86	koodan	"highly ranked"
13455	錯乱	86	sakuran	confusion
13456	姿見	86	sugatami	dresser
13457	守衛	86	syuei	"security guard"
13458	殊勝	86	syusyoo	admirable
13459	宿主	86	syukusyu	host
13460	初音	86	hatune	"first warbling heard in a New Year"
13461	初志	86	syosi	"original intention"
13462	暑中	86	syotyuu	mid-summer
13463	昇殿	86	syooden	"entry into the sanctum of a shrine or temple"
13464	心性	86	sinsei	mind
13465	人月	86	ningetu	"man month"
13466	盛夏	86	seika	midsummer
13467	石神	86	isigami	"stone which is worshipped"
13468	赤面	86	sekimen	blushing
13469	双頭	86	sootoo	double-headed
13470	淡々	86	tantan	uninterested
13471	反物	86	tanmono	fabric
13472	微力	86	biryoku	"poor ability"
13473	鼻毛	86	hanage	"nostril hairs"
13474	腹膜	86	hukumaku	peritoneum
13475	奮発	86	hunpatu	"strenuous exertion"
13476	墓誌	86	bosi	epitaph
13477	勃起	86	bokki	erection
13478	緑風	86	ryokuhuu	"early-summer breeze"
13479	令嗣	86	reisi	heir
13480	路盤	86	roban	roadbed
13481	話法	86	wahoo	narration
13482	蝸牛	86	kagyuu	snail
13483	威容	85	iyoo	dignity
13484	一興	85	ikkyoo	amusement
13485	一睡	85	issui	"a wink of sleep"
13486	横風	85	oohuu	"cross wind"
13487	丸腰	85	marugosi	unarmed
13488	休診	85	kyuusin	"no medical examinations"
13489	巨峰	85	kyohou	"gigantic peak"
13490	虚空	85	kokuu	"empty space"
13491	近県	85	kinken	"neighboring prefectures"
13492	金目	85	kaneme	"monetary value"
13493	矩形	85	kukei	rectangle
13494	元朝	85	gantyoo	"New Year's morning"
13495	皇女	85	oozyo	"imperial princess"
13496	黒点	85	kokuten	"black spot"
13497	採石	85	saiseki	quarrying
13498	就役	85	syuueki	"placed in commission"
13499	宿坊	85	syukuboo	"visitor's or pilgrims' lodgings in a temple"
13500	峻別	85	syunbetu	"rigorous distinction"
13501	遵守	85	zyunsyu	compliance
13502	女史	85	zyosi	Ms
13503	象形	85	syookei	hieroglyphics
13504	真打	85	sinuti	"star performer"
13505	辛苦	85	sinku	hardship
13506	増分	85	zoobun	incremental
13507	鼎談	85	teidan	talk
13508	天来	85	tenrai	heavenly
13509	吐血	85	toketu	"vomiting of blood"
13510	独語	85	dokugo	monologue
13511	内勤	85	naikin	"office or indoor work"
13512	日舞	85	nitibu	"traditional Japanese dance"
13513	入校	85	nyuukoo	matriculation
13514	半周	85	hansyuu	semicircle
13515	浮島	85	ukisima	"floating mass"
13516	物性	85	bussei	"physical properties"
13517	兵曹	85	heisoo	"warrant soldier"
13518	法話	85	hoowa	"Buddhist sermon"
13519	本邦	85	honpoo	"this country"
13520	妙薬	85	myooyaku	"wonder drug"
13521	名分	85	meibun	justification
13522	来世	85	raise	"the next world"
13523	和人	85	wazin	"Japanese person"
13524	和声	85	wasei	harmony
13525	愛飲	84	aiin	"usual drink"
13526	悪政	84	akusei	misgovernment
13527	圧殺	84	assatu	"crushing to death"
13528	衣裳	84	isyoo	clothing
13529	一極	84	ikkyoku	monopole
13530	一糸	84	issi	thread
13531	一筆	84	ippitu	"a few lines"
13532	一目	84	hitome	glance
13533	応力	84	ooryoku	stress
13534	横柄	84	oohei	arrogance
13535	何時	84	itu	when
13536	火炎	84	kaen	flame
13537	学齢	84	gakurei	"school age"
13538	歓呼	84	kanko	acclamation
13539	簡潔	84	kanketu	brevity
13540	奇岩	84	kigan	"strangely shaped rocks"
13541	奇人	84	kizin	"queer fellow"
13542	給費	84	kyuuhi	"provision of expenses"
13543	巨樹	84	kyozyu	"giant tree"
13544	虚飾	84	kyosyoku	ostentation
13545	供応	84	kyoooo	entertainment
13546	強壮	84	kyoosoo	able-bodied
13547	狂歌	84	kyooka	tanka
13548	極悪	84	gokuaku	heinous
13549	襟元	84	erimoto	"front of neck"
13550	劇評	84	gekihyoo	"drama criticism"
13551	県会	84	kenkai	"prefectural assembly"
13552	湖上	84	kozyoo	"on the lake"
13553	碁石	84	goisi	"Go pieces"
13554	広間	84	hiroma	hall
13555	港内	84	koonai	"inside the harbour"
13556	紅玉	84	koogyoku	ruby
13557	国書	84	kokusyo	credentials
13558	市価	84	sika	"market price"
13559	実学	84	zitugaku	"practical science"
13560	従者	84	zyuusya	follower
13561	出窓	84	demado	"bay window"
13562	説諭	84	setuyu	persuasion
13563	速力	84	sokuryoku	speed
13564	沢山	84	takusan	many
13565	脱藩	84	dappan	"becoming a lordless samurai"
13566	竪琴	84	tategoto	harp
13567	朝来	84	tyoorai	"ever since morning"
13568	直流	84	tyokuryuu	"direct current"
13569	釣具	84	turigu	"fishing gear"
13570	湯水	84	yumizu	"hot and cold water"
13571	物欲	84	butuyoku	greed
13572	墨書	84	bokusyo	"writing in India ink"
13573	名刹	84	meisatu	"famous temple"
13574	野合	84	yagoo	"illicit union"
13575	薬店	84	yakuten	pharmacy
13576	窯業	84	yoogyoo	ceramics
13577	臨港	84	rinkoo	"the harbor"
13578	酩酊	84	meitei	drunkenness
13579	勘当	83	kandoo	disinheritance
13580	岩肌	83	iwahada	"bare rock"
13581	結納	83	yuinoo	"engagement gift"
13582	古語	83	kogo	"obsolete word"
13583	戸口	83	toguti	door
13584	後塵	83	koozin	"second fiddle"
13585	硬球	83	kookyuu	"hard ball"
13586	高大	83	koodai	lofty
13587	司直	83	sityoku	judge
13588	死霊	83	siryoo	"spirit of a dead person"
13589	樹氷	83	zyuhyoo	"frost covered trees"
13590	竣工	83	syunkoo	"completion of construction"
13591	乗艦	83	zyookan	"joining one's warship"
13592	織機	83	syokki	loom
13593	信望	83	sinboo	confidence
13594	寝息	83	neiki	"sleeper's breathing"
13595	神代	83	kamiyo	"ancient time"
13596	製氷	83	seihyoo	"ice making"
13597	西国	83	saikoku	"the western part of Japan"
13598	静謐	83	seihitu	peacefulness
13599	善後	83	zengo	"giving careful thought to the future"
13600	善政	83	zensei	"good government"
13601	僧院	83	sooin	monastery
13602	藻類	83	soorui	seaweed
13603	増車	83	zoosya	"increase in the number of vehicles, trains, etc."
13604	単元	83	tangen	"teaching unit"
13605	直観	83	tyokkan	intuition
13606	底面	83	teimen	bottom
13607	同一	83	dooitu	identity
13608	同格	83	dookaku	"the same rank"
13609	銅板	83	dooban	"sheet copper"
13610	鼻先	83	hanasaki	"tip of nose"
13611	復唱	83	hukusyoo	recital
13612	猛獣	83	moozyuu	"wild animal"
13613	容子	83	yoosu	state
13614	利根	83	rikon	intelligence
13615	麗人	83	reizin	"beautiful woman"
13616	連関	83	renkan	connection
13617	悪気	82	warugi	"ill will"
13618	遠泳	82	enei	"long-distance swimming"
13619	遠縁	82	tooen	"distant relative"
13620	果敢	82	kakan	resolute
13621	花柳	82	karyuu	"red-light district"
13622	寒空	82	samuzora	"cold weather"
13623	虚勢	82	kyosei	bluff
13624	犬猿	82	kenen	"dogs and monkeys"
13625	厳命	82	genmei	"strict order"
13626	後妻	82	gosai	"second wife"
13627	語法	82	gohoo	diction
13628	市電	82	siden	"municipal railway"
13629	赦免	82	syamen	remission
13630	秋空	82	akizora	"autumn sky"
13631	初産	82	syosan	"first childbirth"
13632	初耳	82	hatumimi	"something heard for the first time"
13633	真横	82	mayoko	"directly horizontal"
13634	水菜	82	mizuna	mizuna
13635	石塔	82	sekitoo	"stone monument or pagoda"
13636	赤門	82	akamon	"red gate"
13637	打棒	82	daboo	batting
13638	大系	82	taikei	outline
13639	珍妙	82	tinmyoo	queer
13640	伝聞	82	denbun	hearsay
13641	白状	82	hakuzyoo	confession
13642	半熟	82	hanzyuku	half-cooked
13643	晩夏	82	banka	"late summer"
13644	美風	82	bihuu	"beautiful custom"
13645	評点	82	hyooten	"comments and marks"
13646	憤激	82	hungeki	fury
13647	文治	82	bunti	"civil administration"
13648	編隊	82	hentai	formation
13649	俸給	82	hookyuu	salary
13650	防風	82	boohuu	anti-wind
13651	凡庸	82	bonyoo	mediocre
13652	薬師	82	kususi	doctor
13653	量感	82	ryookan	voluminous
13654	労金	82	rookin	"workers' credit union"
13655	傀儡	82	kairai	puppet
13656	憔悴	82	syoosui	emaciation
13657	一策	81	issaku	idea
13658	一徹	81	ittetu	obstinate
13659	英傑	81	eiketu	"great man"
13660	下船	81	gesen	"going ashore"
13661	活版	81	kappan	printing
13662	器械	81	kikai	machine
13663	苦節	81	kusetu	"unswerving determination"
13664	屈伸	81	kussin	elasticity
13665	皇国	81	kookoku	Japan
13666	高位	81	kooi	dignity
13667	山元	81	yamamoto	"owner of a mountain"
13668	私信	81	sisin	"private message"
13669	時勢	81	zisei	"spirit of the age"
13670	受胎	81	zyutai	conception
13671	初犯	81	syohan	"first offender"
13672	小話	81	kobanasi	anecdote
13673	深長	81	sintyoo	profound
13674	水雷	81	suirai	mine
13675	清々	81	seisei	"feeling refreshed"
13676	戦端	81	sentan	"opening of hostilities"
13677	禅宗	81	zensyuu	Zen
13678	大安	81	taian	"lucky day"
13679	大罪	81	daizai	"serious crime"
13680	大潮	81	oosio	"spring tide"
13681	大葉	81	ooba	"beefsteak plant"
13682	胆力	81	tanryoku	courage
13683	低率	81	teiritu	"low rate"
13684	白亜	81	hakua	chalk
13685	肥厚	81	hikoo	thickening
13686	仏滅	81	butumetu	"Buddha's death"
13687	文藝	81	bungei	literature
13688	良書	81	ryoosyo	"good book"
13689	隣組	81	tonarigumi	"neighborhood association"
13690	暦年	81	rekinen	"calendar year"
13691	一利	80	itiri	"one advantage"
13692	遠望	80	enboo	vista
13693	音感	80	onkan	"sense of sound"
13694	寒中	80	kantyuu	mid-winter
13695	挙動	80	kyodoo	conduct
13696	興趣	80	kyoosyu	interest
13697	群舞	80	gunbu	"dancing in groups"
13698	減圧	80	genatu	decompression
13699	胡蝶	80	kotyoo	butterfly
